id,listing_name,host_id,host_name,neighborhood,latitude,longitude,room_type,property_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,rating,cleaning_fee,service_fee,instant_bookable,last_review
8591,Gould Street Stay,5273,Crystal,SoHo,40.710217,-73.821791,Shared room,Apartment,42,9,378,1.95,143,3.2,22,17,True,2026-02-27
8592,Wade Locks Stay,5297,Matthew,Williamsburg,40.674507,-73.75779,Shared room,Loft,88,13,489,0.8,301,4.3,64,36,True,2025-09-10
8593,Jenkins View Stay,2303,Jason,Manhattan,40.853819,-73.999565,Entire home/apt,House,256,1,281,6.25,126,3.1,15,20,False,2026-03-10
8594,Kimberly Burg Stay,6419,Raymond,Bronx,40.597913,-73.739626,Entire home/apt,Villa,291,6,210,1.1,232,4.7,39,36,False,2025-12-25
8595,Smith Avenue Stay,9409,Tyler,Queens,40.702445,-73.811983,Entire home/apt,Condo,464,3,372,9.99,207,3.0,29,40,True,2026-02-15
8596,Stephanie Heights Stay,7896,Amber,Chelsea,40.554966,-73.812253,Hotel room,Apartment,184,3,396,7.18,304,4.4,44,39,False,2025-11-01
8597,Cynthia Cliff Stay,8978,Paul,Harlem,40.564136,-73.815303,Entire home/apt,Apartment,141,14,105,7.02,287,4.2,56,36,True,2026-04-26
8598,William Squares Stay,9636,David,Bronx,40.742874,-73.893914,Private room,Condo,77,13,91,6.23,225,3.7,11,21,False,2026-05-03
8599,Amy Forks Stay,6031,Susan,Harlem,40.575321,-73.89091,Shared room,Condo,68,8,497,4.0,317,3.2,17,31,True,2025-12-12
8600,Leroy Islands Stay,4133,Caleb,Upper East Side,40.640837,-73.796426,Entire home/apt,Loft,353,2,332,3.99,254,3.8,71,10,False,2025-07-06
8601,Alan Dale Stay,3706,Brenda,Upper East Side,40.530672,-74.093309,Hotel room,Condo,103,8,377,0.95,241,4.5,76,19,False,2026-05-01
8602,Laurie Mews Stay,2362,Terri,SoHo,40.532687,-73.905959,Entire home/apt,Studio,323,9,218,11.96,99,4.5,73,25,True,2025-12-28
8603,Michael Path Stay,3217,Kimberly,Brooklyn,40.620784,-73.779741,Shared room,Condo,73,5,327,11.64,136,3.1,28,6,True,2026-02-28
8604,Cynthia Common Stay,1618,Ryan,Williamsburg,40.529203,-73.741883,Hotel room,House,144,11,465,9.19,273,3.4,16,13,True,2025-08-13
8605,Nicholas Lake Stay,2594,Joanne,Brooklyn,40.639346,-73.853879,Hotel room,Loft,175,8,138,6.16,228,3.3,24,12,False,2025-09-23
8606,William Harbors Stay,5985,Chad,Upper East Side,40.834951,-73.87425,Hotel room,Villa,240,8,484,3.6,152,3.9,46,37,False,2026-03-13
8607,Bates Brooks Stay,2570,William,SoHo,40.636682,-73.953232,Hotel room,Villa,112,12,190,5.39,187,4.7,24,22,False,2025-06-07
8608,Julia Crescent Stay,1424,Lori,Chelsea,40.855781,-73.879041,Private room,Condo,118,12,412,1.21,287,3.3,68,7,True,2026-04-14
8609,Bean Street Stay,9346,Nicholas,Bronx,40.871703,-73.850849,Hotel room,Apartment,173,13,274,5.37,180,4.7,21,11,False,2026-03-05
8610,Joseph View Stay,6150,Shawn,Williamsburg,40.886676,-73.701487,Hotel room,Villa,289,14,333,0.17,3,3.4,48,12,True,2025-06-28
8611,Brady Fields Stay,8124,Denise,SoHo,40.706632,-73.778899,Hotel room,Condo,236,10,435,10.78,109,3.4,20,16,True,2026-04-05
8612,Carl Station Stay,9198,Bryan,Manhattan,40.679855,-73.97676,Hotel room,Loft,150,2,126,9.73,13,4.2,24,16,True,2025-10-25
8613,Tyler Causeway Stay,3079,Thomas,Bronx,40.585149,-73.975141,Hotel room,Condo,179,2,281,1.99,178,3.4,42,31,True,2026-02-05
8614,Kenneth Field Stay,7790,Michael,Brooklyn,40.595379,-73.950637,Entire home/apt,House,180,13,233,6.25,228,4.0,53,7,True,2026-03-09
8615,Damon Roads Stay,5056,Elizabeth,Manhattan,40.792936,-73.820949,Entire home/apt,Condo,125,7,11,1.41,161,3.0,49,11,False,2025-07-20
8616,Castillo Court Stay,9391,Jonathan,Brooklyn,40.772231,-73.74661,Entire home/apt,Studio,485,3,38,0.81,136,4.9,39,6,False,2025-06-13
8617,Sharp Trafficway Stay,4679,Anna,Queens,40.783294,-73.810657,Entire home/apt,Studio,378,5,158,2.86,126,3.3,28,28,True,2025-08-08
8618,Johnson Mountain Stay,7758,Anthony,Harlem,40.663506,-73.718523,Hotel room,Apartment,114,2,119,11.03,297,4.5,58,19,True,2025-11-11
8619,George Land Stay,5889,Margaret,Harlem,40.605999,-73.891707,Private room,Villa,127,4,469,3.64,120,3.7,49,11,False,2025-11-01
8620,Gregory Road Stay,7628,Pamela,Chelsea,40.715791,-73.91063,Shared room,House,43,6,343,2.54,188,4.3,18,18,True,2025-11-25
8621,Victoria Knoll Stay,6690,Kayla,Chelsea,40.700892,-73.748393,Private room,Villa,43,1,109,3.95,162,3.6,61,39,False,2026-03-24
8622,Keith Dale Stay,7958,Elizabeth,Brooklyn,40.760564,-73.874689,Entire home/apt,House,465,5,301,9.38,99,4.9,71,18,False,2026-02-01
8623,Philip Course Stay,8019,William,Chelsea,40.750714,-73.981817,Entire home/apt,Loft,154,6,318,10.69,309,3.0,52,10,False,2025-12-29
8624,James Square Stay,4111,Andrea,Upper East Side,40.812724,-73.972085,Shared room,Villa,43,10,417,5.39,304,4.4,42,16,False,2025-06-04
8625,Poole Path Stay,2516,Meredith,Chelsea,40.844906,-74.022706,Hotel room,Villa,165,1,329,8.53,307,5.0,74,26,True,2025-06-03
8626,Robert Station Stay,1977,Christian,Chelsea,40.865568,-73.869298,Private room,Apartment,134,14,430,9.11,200,3.5,10,23,True,2026-03-14
8627,James Branch Stay,7937,Cindy,Brooklyn,40.761553,-73.871895,Shared room,House,52,9,405,8.1,1,4.5,23,30,True,2026-04-28
8628,Natalie Park Stay,5325,Brittany,Queens,40.83243,-73.999637,Private room,Apartment,109,1,368,7.68,302,3.2,11,15,False,2025-12-12
8629,Kendra Manor Stay,8324,Emily,Queens,40.740515,-74.099215,Entire home/apt,Villa,193,14,239,6.05,55,4.0,47,38,False,2025-10-17
8630,Laura Highway Stay,4073,Edward,Queens,40.541006,-73.826943,Private room,Loft,94,1,3,11.7,6,4.0,34,21,True,2025-09-20
8631,John Harbor Stay,5293,Stanley,Upper East Side,40.650676,-73.884865,Hotel room,Loft,96,3,345,9.55,143,4.4,24,38,True,2026-05-13
8632,King Common Stay,1413,Timothy,Queens,40.569439,-73.841074,Private room,Loft,102,13,102,1.51,337,4.8,69,13,False,2025-11-12
8633,Gonzalez Port Stay,7920,Bailey,SoHo,40.641416,-73.876868,Entire home/apt,House,321,12,418,2.21,231,3.5,64,23,True,2025-11-18
8634,Carol Trail Stay,5317,Sarah,Chelsea,40.732536,-73.966794,Shared room,House,52,1,340,8.02,43,4.2,49,23,False,2025-11-15
8635,Hancock Rest Stay,1346,Jeffrey,Chelsea,40.872967,-73.893906,Hotel room,Villa,219,5,243,2.59,238,3.1,80,22,True,2025-12-02
8636,Allen Manors Stay,9341,George,Williamsburg,40.526696,-73.85075,Shared room,Apartment,55,5,145,3.33,241,3.3,31,29,False,2025-07-31
8637,Cardenas Harbor Stay,4191,Allison,Williamsburg,40.628842,-73.835614,Private room,Villa,59,14,0,2.68,230,4.6,54,17,False,2026-04-12
8638,Mitchell Drive Stay,7910,Michelle,Williamsburg,40.760244,-73.888799,Private room,Apartment,56,5,368,4.12,144,4.6,52,27,True,2026-05-13
8639,Blake Burg Stay,3713,Aaron,Bronx,40.61407,-74.029485,Entire home/apt,Condo,461,10,130,6.38,307,3.7,68,29,False,2025-10-15
8640,Jacob Course Stay,8876,Nicole,Williamsburg,40.714324,-73.985245,Hotel room,House,152,7,496,6.79,202,4.6,38,6,True,2026-04-14
8641,Danny Station Stay,5025,Richard,Bronx,40.615552,-73.903077,Entire home/apt,House,476,14,367,7.88,344,4.6,54,26,False,2025-12-14
8642,Wendy Camp Stay,6232,Danny,Harlem,40.596299,-73.915577,Entire home/apt,Loft,181,6,180,3.0,89,3.9,38,36,False,2025-05-27
8643,Valdez Stream Stay,1337,Kyle,Brooklyn,40.578002,-73.915236,Shared room,Loft,89,11,127,1.65,281,4.6,12,5,True,2026-01-17
8644,Krystal Extension Stay,1320,Edward,Queens,40.507072,-74.086621,Hotel room,Villa,286,9,14,3.3,161,4.6,60,26,True,2025-06-17
8645,Nancy Trail Stay,1274,Sarah,Queens,40.514829,-73.896384,Hotel room,Condo,259,11,304,0.5,297,3.5,33,13,True,2025-08-27
8646,Jackson Ports Stay,5024,Emily,Bronx,40.791924,-73.921779,Entire home/apt,Condo,473,14,139,7.29,201,3.8,12,17,True,2026-01-04
8647,Carrie Field Stay,3724,Melissa,Brooklyn,40.841459,-73.744243,Entire home/apt,House,199,7,206,8.8,98,4.1,42,38,False,2025-10-18
8648,Kevin Cove Stay,8717,Matthew,Queens,40.619499,-73.714398,Entire home/apt,House,373,1,297,2.45,198,3.2,20,18,True,2025-09-09
8649,Murphy Turnpike Stay,7954,Angela,Williamsburg,40.741488,-74.029632,Shared room,Loft,37,12,271,9.28,191,3.8,76,13,False,2026-01-12
8650,Richard Forges Stay,9199,Tiffany,Staten Island,40.644094,-74.010716,Shared room,Villa,38,2,474,11.42,282,4.5,12,10,False,2025-09-19
8651,Bush Keys Stay,5567,Gina,Williamsburg,40.635139,-74.06925,Shared room,Villa,20,13,372,4.82,51,4.4,17,19,True,2025-09-02
8652,Amanda Course Stay,1280,Colton,Williamsburg,40.64382,-73.977511,Shared room,House,24,11,151,9.77,150,4.6,77,40,True,2025-06-29
8653,Mario Glen Stay,1272,Tanya,Williamsburg,40.630092,-73.904419,Entire home/apt,House,423,3,483,7.06,76,4.5,73,39,True,2026-05-12
8654,Angela Mountains Stay,6870,Stephanie,Staten Island,40.604828,-73.785826,Shared room,Studio,51,12,376,6.1,323,4.3,15,14,True,2025-11-02
8655,Webster Rapid Stay,9344,John,Manhattan,40.697338,-73.914732,Shared room,House,77,1,93,10.94,362,3.5,24,30,False,2025-06-03
8656,Jones Crossroad Stay,4049,Kevin,Staten Island,40.519371,-73.957954,Shared room,Condo,54,12,10,11.83,49,4.8,35,12,True,2025-09-17
8657,Sandy Radial Stay,5748,Jennifer,Staten Island,40.804844,-73.725225,Private room,Villa,154,1,388,7.09,365,3.4,32,32,False,2025-07-31
8658,Brown Corners Stay,7468,Justin,Chelsea,40.561536,-74.054163,Entire home/apt,Villa,444,7,41,11.06,90,4.1,23,10,False,2026-04-09
8659,Wells Village Stay,9375,Pam,Upper East Side,40.699871,-73.863401,Private room,House,177,11,346,10.22,72,3.4,46,40,True,2025-09-01
8660,Michael Crossroad Stay,2299,Pamela,Brooklyn,40.848723,-74.012532,Entire home/apt,Studio,183,14,346,2.86,18,4.9,70,21,False,2026-02-11
8661,Miguel Underpass Stay,7777,Amy,Staten Island,40.710506,-73.729153,Hotel room,Studio,219,9,368,8.55,347,4.1,79,18,True,2025-10-24
8662,Tabitha Rapid Stay,5225,Christopher,Staten Island,40.598471,-73.733486,Hotel room,Condo,208,9,23,1.96,288,3.6,28,37,True,2026-04-13
8663,David Station Stay,1498,Thomas,Bronx,40.701397,-73.773643,Hotel room,Loft,184,1,366,4.68,250,3.1,23,5,True,2026-05-03
8664,Gabrielle Forks Stay,6412,Andrew,Queens,40.888207,-74.079673,Entire home/apt,Apartment,375,8,280,4.74,67,4.2,42,32,True,2025-08-10
8665,Mitchell Village Stay,2864,Monique,Queens,40.891092,-73.792476,Entire home/apt,House,363,11,114,4.88,15,3.5,36,7,True,2026-04-11
8666,Lam Summit Stay,4852,Mark,Bronx,40.582011,-73.750301,Entire home/apt,Studio,230,1,177,8.85,241,3.9,50,26,False,2025-08-09
8667,Livingston Shoals Stay,8470,Kevin,Williamsburg,40.841013,-74.048371,Private room,Studio,53,4,243,0.5,111,4.8,27,15,True,2025-07-20
8668,Hamilton Estates Stay,9200,William,Queens,40.588192,-73.944773,Hotel room,House,157,2,224,5.33,113,3.5,49,15,True,2026-04-08
8669,Melinda Station Stay,1667,Michael,Manhattan,40.611999,-74.070106,Entire home/apt,Villa,230,5,245,2.14,235,4.2,16,18,True,2025-06-27
8670,Christine Street Stay,3020,Kevin,Williamsburg,40.844727,-74.051289,Shared room,House,62,14,42,10.83,239,4.3,57,40,False,2025-07-27
8671,Weiss Ports Stay,9105,Gary,Williamsburg,40.584573,-73.903451,Entire home/apt,Condo,488,6,127,9.21,39,4.8,54,24,True,2025-11-08
8672,Hogan Shore Stay,2041,Preston,Harlem,40.51551,-73.831464,Entire home/apt,Studio,214,8,216,9.92,116,3.4,66,19,True,2025-12-06
8673,Shelley Rapids Stay,5438,Michael,Manhattan,40.647527,-73.848925,Entire home/apt,Loft,123,12,411,2.24,112,4.5,22,6,False,2025-10-16
8674,Rodriguez Mills Stay,4532,Richard,Williamsburg,40.877457,-73.803223,Private room,Loft,156,4,81,3.72,120,4.5,34,11,False,2025-06-13
8675,Howard Neck Stay,2992,Stephanie,Brooklyn,40.539,-73.75133,Entire home/apt,Villa,415,5,281,4.13,291,3.5,49,8,True,2025-09-16
8676,Jones Neck Stay,9965,Jamie,Brooklyn,40.87696,-73.813171,Shared room,Villa,24,11,339,4.95,173,4.9,20,15,True,2026-03-13
8677,Margaret Loop Stay,8024,Heidi,Staten Island,40.587941,-74.073923,Shared room,Villa,82,4,92,5.26,151,4.4,49,33,True,2025-07-21
8678,Matthew Drives Stay,8057,Katelyn,Staten Island,40.790657,-73.925468,Shared room,Condo,84,7,208,2.33,187,4.0,43,24,False,2025-07-23
8679,Christopher Villages Stay,2432,Angela,SoHo,40.637894,-73.840552,Entire home/apt,Condo,483,7,8,1.18,154,4.7,46,5,False,2025-10-20
8680,Mendez Springs Stay,6207,Todd,Upper East Side,40.535991,-73.861431,Shared room,Loft,22,7,416,4.46,36,3.5,72,37,False,2025-05-30
8681,Anita Field Stay,9450,Michael,SoHo,40.501503,-73.926619,Private room,House,93,5,485,9.12,307,4.6,12,29,True,2025-12-14
8682,Melissa Hill Stay,7234,Heather,Upper East Side,40.762735,-73.872602,Hotel room,Loft,188,2,14,1.07,287,3.4,37,21,False,2026-03-03
8683,Morrison Via Stay,2548,Roger,Manhattan,40.813393,-73.930811,Shared room,House,64,9,399,1.37,320,4.4,36,13,True,2026-03-07
8684,Cheryl Trafficway Stay,5096,Teresa,Upper East Side,40.593068,-73.869314,Entire home/apt,Loft,238,9,462,8.39,49,4.2,57,14,True,2026-03-04
8685,Long Drive Stay,7675,Shannon,Harlem,40.589079,-73.733431,Entire home/apt,Loft,458,14,461,0.19,333,3.0,80,5,False,2026-03-24
8686,Tristan Gardens Stay,5399,Frederick,Brooklyn,40.564652,-73.965045,Hotel room,Villa,105,6,347,0.49,315,4.7,30,7,True,2026-03-14
8687,Christopher Estate Stay,1373,Patricia,Williamsburg,40.688006,-74.077565,Private room,Apartment,139,11,96,6.82,277,4.4,56,9,True,2025-11-01
8688,Miranda Crescent Stay,2189,Kimberly,Upper East Side,40.836627,-74.056155,Shared room,Apartment,89,3,438,3.33,218,3.7,10,37,True,2025-05-27
8689,Rios Plains Stay,9702,Robert,Manhattan,40.692866,-73.809454,Private room,House,53,6,329,8.05,298,3.4,59,14,False,2025-06-10
8690,Jim Rapids Stay,8714,Joseph,Bronx,40.72329,-73.958316,Hotel room,Condo,148,5,388,11.38,26,4.8,46,33,False,2025-09-01
8691,Kimberly Streets Stay,2694,Michael,Staten Island,40.598922,-73.710729,Entire home/apt,Studio,331,5,234,0.83,38,4.0,46,29,False,2026-05-12
8692,Wells Ranch Stay,3144,Susan,Bronx,40.877504,-73.932433,Entire home/apt,Villa,386,7,211,8.89,354,3.6,32,15,False,2025-06-11
8693,Steven Mountains Stay,3315,Elizabeth,Harlem,40.861797,-73.86505,Shared room,Loft,80,10,1,1.72,309,4.9,15,23,True,2025-05-25
8694,Warren Road Stay,5428,Roy,SoHo,40.566528,-73.960848,Hotel room,Apartment,276,10,26,6.39,39,3.4,45,8,True,2025-06-17
8695,Lisa Burgs Stay,8389,Stacy,Chelsea,40.597856,-74.050264,Hotel room,Villa,169,12,282,8.16,115,4.3,59,19,True,2025-11-18
8696,Fox Junctions Stay,3817,Peter,Brooklyn,40.78233,-73.883989,Shared room,Apartment,52,6,369,7.34,100,4.8,71,14,True,2026-04-28
8697,Mcguire Glens Stay,9424,Christopher,SoHo,40.724636,-73.938823,Private room,Studio,88,4,172,8.01,121,4.3,56,37,False,2026-02-18
8698,Justin Groves Stay,5556,Steven,SoHo,40.88846,-73.950883,Entire home/apt,Apartment,329,3,399,11.82,210,4.4,47,26,True,2025-12-04
8699,Galvan Streets Stay,9090,Elizabeth,Williamsburg,40.885504,-73.781681,Private room,House,164,14,188,1.0,37,4.0,39,25,False,2026-04-09
8700,John Mews Stay,8777,Preston,Brooklyn,40.77267,-74.029296,Hotel room,Villa,249,12,235,0.24,356,3.5,50,31,True,2025-11-08
8701,Lopez Track Stay,8232,Keith,Manhattan,40.738699,-73.729202,Entire home/apt,House,206,9,50,4.6,321,4.4,22,16,True,2025-11-04
8702,Smith Manor Stay,7931,Phillip,Brooklyn,40.710643,-73.902837,Entire home/apt,Loft,366,10,256,9.0,171,4.7,28,13,True,2025-06-18
8703,Santana Mountain Stay,1433,Stephanie,Upper East Side,40.852686,-74.009017,Hotel room,Studio,244,14,284,6.97,37,4.6,58,40,True,2026-03-23
8704,Graham Mission Stay,2280,Danielle,Queens,40.858484,-73.95216,Private room,Apartment,167,2,55,2.18,138,3.6,59,28,False,2025-08-09
8705,Holly Grove Stay,3317,Sharon,Manhattan,40.562423,-74.029633,Shared room,Loft,73,8,65,2.81,158,3.2,45,19,True,2026-02-18
8706,Booth Rue Stay,2707,Teresa,Brooklyn,40.778746,-73.918152,Private room,Villa,83,9,166,8.8,20,3.3,75,12,True,2026-01-05
8707,Vargas Harbors Stay,9764,Gregory,Staten Island,40.872331,-73.994781,Hotel room,House,296,8,327,10.27,365,3.9,60,17,True,2025-12-23
8708,Thomas Street Stay,6870,Laurie,SoHo,40.500287,-73.758195,Shared room,Villa,64,14,250,6.96,335,3.0,63,36,True,2026-02-13
8709,Kelly Ramp Stay,1041,Lisa,Brooklyn,40.58759,-73.932732,Private room,Villa,42,6,304,3.8,294,3.9,23,15,False,2025-09-25
8710,Kyle Port Stay,7156,Nicole,Staten Island,40.864517,-73.869362,Private room,Villa,109,3,12,6.7,200,3.5,13,15,False,2025-08-01
8711,Evan Glen Stay,7858,Caroline,Manhattan,40.732412,-73.740223,Hotel room,Apartment,262,12,144,5.44,234,4.4,57,14,True,2025-09-16
8712,Barajas Keys Stay,3169,Casey,Chelsea,40.777092,-73.972006,Private room,Condo,177,13,331,3.54,119,3.5,11,24,False,2026-02-15
8713,Adams Fort Stay,7993,Michelle,Harlem,40.750788,-73.727095,Hotel room,Villa,113,11,15,5.16,137,4.2,73,11,False,2025-07-31
8714,Hayley Walks Stay,9378,Jennifer,SoHo,40.720957,-73.796643,Shared room,Apartment,54,1,399,6.12,179,4.9,56,10,True,2026-02-27
8715,Devin Grove Stay,9615,Claire,Queens,40.864015,-74.033456,Hotel room,Villa,103,3,194,2.13,344,3.5,41,18,False,2026-02-12
8716,Johnson Spurs Stay,9090,Julie,Williamsburg,40.597766,-74.036056,Private room,Loft,105,14,118,4.94,237,3.2,43,16,True,2025-12-13
8717,Terry Fields Stay,2945,Daniel,Upper East Side,40.60866,-73.951952,Shared room,Studio,74,5,184,10.88,157,4.2,73,33,False,2025-11-11
8718,Thomas Mill Stay,1591,Calvin,Manhattan,40.859143,-73.947237,Private room,House,99,9,355,11.63,235,4.3,53,32,False,2026-03-08
8719,Mary Pass Stay,6629,Eric,Upper East Side,40.822717,-74.056166,Hotel room,Condo,90,2,316,3.73,204,4.8,26,10,True,2026-02-05
8720,Allen Stravenue Stay,5221,Jennifer,Upper East Side,40.820274,-73.730127,Shared room,House,67,5,499,1.96,133,4.9,28,27,True,2026-03-24
8721,Little Shoals Stay,1987,Kathryn,Upper East Side,40.752214,-74.06681,Hotel room,Apartment,148,6,496,11.35,339,3.5,51,22,False,2025-09-03
8722,Snow Vista Stay,9710,Tracy,Queens,40.671015,-73.8177,Private room,Loft,167,3,496,6.0,286,3.7,67,31,False,2025-11-15
8723,Brown Alley Stay,7661,Holly,Staten Island,40.840941,-74.035157,Private room,Studio,149,7,238,5.06,12,3.1,13,32,False,2025-08-14
8724,Roth Village Stay,3672,Lisa,Harlem,40.529506,-73.841319,Private room,Villa,128,1,424,11.16,19,3.7,24,10,False,2026-01-31
8725,Smith Drives Stay,9652,Christopher,Chelsea,40.565087,-73.729716,Entire home/apt,Studio,439,3,185,3.14,147,4.2,69,23,False,2026-04-12
8726,Young Isle Stay,9127,Thomas,Williamsburg,40.5628,-74.071124,Private room,Loft,131,3,419,3.05,273,4.8,35,32,False,2025-06-25
8727,Myers Fort Stay,1826,Alicia,Harlem,40.574662,-73.810686,Hotel room,Apartment,260,11,310,3.64,323,3.3,55,8,True,2025-12-27
8728,Nielsen Dale Stay,3937,Zachary,Chelsea,40.785402,-73.728104,Entire home/apt,House,430,10,397,2.7,353,3.0,53,36,True,2025-10-06
8729,Bass Isle Stay,7497,Tony,Bronx,40.889371,-73.72481,Shared room,Condo,87,6,72,5.91,135,3.0,26,18,True,2026-02-21
8730,Stephen Hollow Stay,8714,Jay,Harlem,40.607912,-73.840903,Shared room,Villa,63,7,375,2.89,37,3.8,62,21,True,2026-03-04
8731,Guerrero Circle Stay,1142,Steven,Manhattan,40.519141,-73.959879,Private room,Apartment,177,1,417,7.72,11,3.6,31,33,False,2025-10-30
8732,Caitlin Grove Stay,9548,Carl,Queens,40.666185,-73.8593,Entire home/apt,Condo,422,7,417,2.04,77,3.6,30,14,True,2026-03-27
8733,Regina Ways Stay,8698,Alexandra,Chelsea,40.647654,-74.08713,Shared room,Studio,58,11,257,9.11,145,3.9,53,40,True,2026-03-22
8734,Ryan Inlet Stay,3533,Jesus,Manhattan,40.57574,-73.985039,Entire home/apt,Condo,136,2,366,6.32,232,3.1,41,21,False,2025-09-10
8735,Webb Stream Stay,3723,Rita,Bronx,40.634234,-73.771727,Hotel room,Condo,271,9,276,1.23,204,3.3,14,20,False,2025-08-25
8736,Anderson Overpass Stay,8232,Michelle,Chelsea,40.505149,-74.023132,Shared room,House,51,11,372,11.34,187,4.1,49,5,False,2026-01-12
8737,Morgan Flats Stay,6265,Kevin,Upper East Side,40.770645,-73.850283,Private room,Studio,44,13,177,10.76,276,3.6,58,31,False,2025-10-19
8738,Linda Island Stay,1650,William,SoHo,40.715522,-73.967035,Shared room,Loft,50,7,454,0.4,329,4.4,52,22,False,2025-09-02
8739,Michelle Plaza Stay,4096,Samantha,Chelsea,40.828875,-73.903876,Private room,House,108,7,424,5.85,103,3.8,40,35,True,2025-07-12
8740,Tiffany Shore Stay,5304,Nicholas,Upper East Side,40.834588,-73.938141,Private room,Loft,128,4,377,1.56,157,3.6,17,23,True,2026-01-26
8741,Elizabeth Junction Stay,1166,Tracy,Manhattan,40.865618,-73.751415,Shared room,House,38,1,434,2.24,171,4.9,28,15,True,2025-12-02
8742,Molly Neck Stay,7075,Matthew,Queens,40.804842,-73.878929,Hotel room,Apartment,100,7,214,0.88,29,4.5,49,36,False,2026-04-23
8743,Peter Key Stay,5360,Tony,Staten Island,40.54502,-73.867432,Private room,Villa,70,9,170,0.14,163,3.2,10,20,True,2026-01-19
8744,Robert Vista Stay,2542,Allison,Bronx,40.716461,-74.030942,Hotel room,Villa,137,6,345,4.77,80,4.1,22,11,False,2025-06-06
8745,Payne Track Stay,2069,Ricardo,Staten Island,40.85442,-73.842979,Private room,Condo,151,8,208,11.35,313,4.0,71,8,True,2025-10-16
8746,Johnson Isle Stay,5569,Dustin,Upper East Side,40.827605,-73.939291,Hotel room,Apartment,292,1,321,10.71,325,4.1,74,35,False,2025-09-15
8747,Stone Extensions Stay,5661,Sarah,Harlem,40.893157,-73.937557,Private room,Condo,113,4,281,3.59,5,4.5,17,14,False,2026-01-11
8748,Brad Curve Stay,1037,Austin,Brooklyn,40.524259,-73.765017,Entire home/apt,Villa,488,1,206,10.78,28,3.4,33,26,True,2025-12-18
8749,Burke Turnpike Stay,2062,Patricia,Manhattan,40.698992,-73.893834,Private room,Villa,118,12,468,4.29,315,4.5,38,33,False,2026-05-03
8750,Natasha Hills Stay,1138,Arthur,Staten Island,40.505967,-74.026276,Private room,Villa,123,1,252,11.04,39,3.5,49,28,True,2025-05-15
8751,Whitney Village Stay,9246,Christopher,Manhattan,40.864745,-74.03987,Hotel room,Villa,273,9,425,8.97,93,3.6,24,34,True,2025-12-27
8752,Grant Stream Stay,6582,Melanie,Upper East Side,40.618248,-73.91976,Entire home/apt,Villa,416,1,436,1.8,303,4.8,37,30,True,2025-10-27
8753,Jackson Ways Stay,2810,Wayne,Chelsea,40.54597,-74.046914,Shared room,Studio,82,3,33,6.7,3,4.5,36,27,True,2025-12-20
8754,Kathy Hills Stay,3422,Matthew,SoHo,40.519932,-73.819272,Private room,Studio,133,6,35,6.35,143,4.8,11,14,True,2026-05-05
8755,Hill Ports Stay,7388,Stephanie,Bronx,40.8239,-73.832071,Private room,Loft,98,2,87,1.11,147,3.9,77,35,False,2025-11-17
8756,Chad Key Stay,6232,Robert,Chelsea,40.76427,-73.886097,Shared room,Apartment,85,6,233,4.13,230,3.9,33,8,False,2025-12-01
8757,Rachel Inlet Stay,3660,Christopher,Upper East Side,40.523261,-73.87826,Hotel room,Loft,280,13,250,6.19,127,3.3,12,29,True,2025-10-27
8758,Donovan Crescent Stay,7485,Kathy,Manhattan,40.716251,-74.094296,Hotel room,Villa,196,9,93,4.49,21,4.3,66,24,False,2025-06-03
8759,Kane Mission Stay,3735,Corey,Williamsburg,40.825889,-73.918566,Entire home/apt,Studio,457,1,431,8.56,321,4.1,65,34,True,2025-10-24
8760,Trevor Stravenue Stay,2271,Ashley,Queens,40.865782,-73.753822,Entire home/apt,House,386,10,321,11.69,175,4.1,43,27,False,2025-06-07
8761,Nicholas Prairie Stay,2086,Dorothy,Queens,40.61489,-73.744634,Private room,Apartment,68,9,278,7.8,284,4.4,28,20,True,2026-03-01
8762,Brian Harbors Stay,5083,Jack,Queens,40.893003,-73.937043,Private room,Apartment,107,11,30,1.03,90,4.3,51,39,True,2025-12-08
8763,Andrew Overpass Stay,4035,David,Harlem,40.8831,-73.951691,Private room,Loft,98,4,458,1.84,33,4.3,70,10,False,2025-11-02
8764,Taylor Station Stay,9770,Maria,Bronx,40.783558,-73.914987,Private room,Studio,106,2,365,8.74,332,4.6,27,34,True,2025-05-31
8765,Sophia Ports Stay,2318,Mark,Upper East Side,40.849969,-73.833478,Shared room,Studio,39,10,435,0.95,173,3.2,75,40,False,2025-08-13
8766,Thompson Causeway Stay,5455,Danielle,Queens,40.654429,-73.904,Entire home/apt,Villa,201,10,187,7.63,329,4.9,75,40,True,2026-04-30
8767,Leslie Stream Stay,2686,Pamela,Upper East Side,40.651872,-73.794828,Hotel room,Villa,126,8,397,1.94,35,4.5,68,7,False,2025-08-14
8768,Lauren Mountains Stay,2418,Sarah,Manhattan,40.787996,-73.917452,Hotel room,Villa,94,1,500,2.68,252,3.1,64,20,True,2025-05-22
8769,Foster Loop Stay,9107,Jonathan,SoHo,40.708334,-74.038637,Entire home/apt,Villa,241,14,252,7.4,59,4.5,39,18,False,2025-10-22
8770,Donna Squares Stay,5012,Amy,Bronx,40.578874,-73.744426,Private room,Apartment,57,3,244,0.69,259,4.5,13,36,False,2025-12-27
8771,Harris Crossing Stay,9924,Eric,Williamsburg,40.532172,-73.751483,Shared room,Loft,49,2,186,1.31,123,4.1,62,40,True,2025-12-29
